key,value
precision,0.0
precision_at_k,0.025
recall,0.0
recall_at_k,0.025
mae,1.9696617067892803
rmse,1.9696617067892803
mrr,0.0
ndcg_at_k,0.0
user_coverage,0.0
item_coverage,0.0
personalization,0.9949987433675784
intra_list_similarity,0.0131470428636405
intra_list_dissimilarity,0.9868529571363596
