key,value
precision,0.0
precision_at_k,0.108695652173913
recall,0.0
recall_at_k,0.0029549450408598
mae,1.4366941626855927
rmse,1.9292355693757728
mrr,0.0
ndcg_at_k,0.0
user_coverage,0.0
item_coverage,0.0
personalization,0.9617021276595744
intra_list_similarity,0.0680773891354026
intra_list_dissimilarity,0.9319226108645974
