key,value
precision,0.025
precision_at_k,0.375
recall,0.025
recall_at_k,0.35
mae,2.017642222344876
rmse,2.194437839555432
mrr,0.025
ndcg_at_k,0.025
user_coverage,0.025
item_coverage,0.0227272727272727
personalization,0.9602564102564104
intra_list_similarity,0.0086201298701298
intra_list_dissimilarity,0.9913798701298702
