key,value
precision,0.0
precision_at_k,0.0
recall,0.0
recall_at_k,0.0
mae,5.056033726382468
rmse,5.0561157604715525
mrr,0.0
ndcg_at_k,0.0
user_coverage,0.0
item_coverage,0.0
personalization,0.0066833188013271
intra_list_similarity,4.289901370049925e-05
intra_list_dissimilarity,0.9999571009862996
