precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.008695652173913044,0.06956521739130435,5.193186539260491e-05,0.004329501289079969,1.010225190056695,1.2464811020052877,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.0005564830272676684,0.9507840397453812,0.18329547686220768,0.8167045231377923
