key,value
precision,0.008695652173913
precision_at_k,0.0434782608695652
recall,0.0002102607232968
recall_at_k,0.0013725352770769
mae,1.0626490797315324
rmse,1.4695252572059234
mrr,0.0086206896551724
ndcg_at_k,0.0086206896551724
user_coverage,0.0086206896551724
item_coverage,0.0005564830272676
personalization,0.8893805309734513
intra_list_similarity,0.164717280526282
intra_list_dissimilarity,0.835282719473718
