key,value
precision,0.0
precision_at_k,0.0543478260869565
recall,0.0
recall_at_k,0.0013341074242608
mae,3.2237786385215146
rmse,3.445073391075491
mrr,0.0
ndcg_at_k,0.0
user_coverage,0.0
item_coverage,0.0
personalization,0.7258678611422172
intra_list_similarity,0.0499945423278482
intra_list_dissimilarity,0.9500054576721516
