precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.16379310344827586,0.5517241379310345,0.012518612859124726,0.05272876183045022,3.121683571100762,3.362822014698169,0.16379310344827586,0.16379310344827586,0.16379310344827586,0.0011129660545353367,0.5076461769115442,0.019992386021401187,0.9800076139785988
