precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.05172413793103448,0.2672413793103448,0.002830632293106938,0.020500441749780926,2.5663435083040214,2.8010754856816997,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.0027824151363383415,0.9622188905547227,0.045702711226477934,0.954297288773522
