precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.043478260869565216,0.532608695652174,0.0024045940958247517,0.03999396341360792,1.1196501149850733,1.3281537603250286,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0014958863126402393,0.9885332059245102,0.10694605463855818,0.8930539453614418
