precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.043478260869565216,0.7391304347826086,0.0024045940958247517,0.05927630326290324,1.2711726508357308,1.5180594237705964,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0014958863126402393,0.9885332059245102,0.10881081885368869,0.8911891811463113
