precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.05172413793103448,0.3620689655172414,0.0029284462733789904,0.024571392796997743,2.1864243722428434,2.7372025168107577,0.05172413793103448,0.05172413793103448,0.05172413793103448,0.0022259321090706734,0.9553223388305847,0.06850009187578569,0.9314999081242143
