precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.11956521739130435,0.5217391304347826,0.0033525450908042853,0.03134460418313522,1.238256952036982,1.4308539080424378,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.004113687359760658,0.9909221213569039,0.05831783552608486,0.9416821644739152
