precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.021739130434782608,0.15217391304347827,0.0006093544137022398,0.0054478139742492855,1.384965970324133,1.849188319850386,0.021052631578947368,0.021739130434782608,0.021739130434782608,0.0007479431563201197,0.9767077267637178,0.06943949348117688,0.9305605065188232
