precision,precision_at_k,recall,recall_at_k,mae,rmse,mrr,ndcg_at_k,user_coverage,item_coverage,personalization,intra_list_similarity,intra_list_dissimilarity
0.021739130434782608,0.1956521739130435,0.0015285326086956522,0.008010181240468216,1.7009727662124727,2.0516919618063283,0.021052631578947368,0.043478260869565216,0.043478260869565216,0.0014958863126402393,0.9973124300111982,0.07397671002687276,0.9260232899731272
