key,value
precision,0.025
precision_at_k,0.1
recall,0.025
recall_at_k,0.0875
mae,1.703508100869523
rmse,2.1572988615219453
mrr,0.0008375209380234
ndcg_at_k,0.075
user_coverage,0.075
item_coverage,0.0681818181818181
personalization,0.9990269874098068
intra_list_similarity,0.0126766286942166
intra_list_dissimilarity,0.9873233713057834
