run_id,key,value,step,timestamp
87afc239071044f1bc1f457559355bdb,mae,1.566715181163355,0,1749306223892
87afc239071044f1bc1f457559355bdb,intra_list_dissimilarity,0.9187789407222833,0,1749306223892
87afc239071044f1bc1f457559355bdb,intra_list_similarity,0.08122105927771672,0,1749306223892
87afc239071044f1bc1f457559355bdb,item_coverage,0,0,1749306223892
87afc239071044f1bc1f457559355bdb,mrr,0,0,1749306223892
87afc239071044f1bc1f457559355bdb,ndcg_at_k,0,0,1749306223892
87afc239071044f1bc1f457559355bdb,personalization,0.9650615901455767,0,1749306223892
87afc239071044f1bc1f457559355bdb,precision,0,0,1749306223892
87afc239071044f1bc1f457559355bdb,precision_at_k,0.043478260869565216,0,1749306223892
87afc239071044f1bc1f457559355bdb,recall_at_k,0.0009517877666582569,0,1749306223892
87afc239071044f1bc1f457559355bdb,recall,0,0,1749306223892
87afc239071044f1bc1f457559355bdb,rmse,2.1543263075803942,0,1749306223892
87afc239071044f1bc1f457559355bdb,user_coverage,0,0,1749306223892
