run_id,key,value,step,timestamp
036fab335cfc44e7b7225f2849ae7a1f,mae,0.8182577013969421,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,intra_list_dissimilarity,0.8064741082410983,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,intra_list_similarity,0.19352589175890164,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,item_coverage,0.0011129660545353367,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,mrr,0.017241379310344827,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,ndcg_at_k,0.017241379310344827,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,personalization,0.9145427286356822,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,precision,0.017391304347826087,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,precision_at_k,0.0782608695652174,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,recall,0.0003147235905856595,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,recall_at_k,0.0025524787252420625,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,user_coverage,0.017241379310344827,0,1749302830512
036fab335cfc44e7b7225f2849ae7a1f,rmse,1.0365461401915652,0,1749302830512
