key,value
precision,0.0
precision_at_k,0.025
recall,0.0
recall_at_k,0.025
mae,1.441309800345258
rmse,1.441309800345258
mrr,0.0
ndcg_at_k,0.0
user_coverage,0.0
item_coverage,0.0
personalization,0.9990269874098068
intra_list_similarity,0.019085325185767
intra_list_dissimilarity,0.9809146748142328
