run_id,key,value,step,timestamp
341d1ae056784954b2edeb28b1906044,mae,3.36167436050545,0,1749302296621
341d1ae056784954b2edeb28b1906044,intra_list_dissimilarity,0.5173428116839986,0,1749302296621
341d1ae056784954b2edeb28b1906044,intra_list_similarity,0.4826571883160014,0,1749302296621
341d1ae056784954b2edeb28b1906044,item_coverage,0,0,1749302296621
341d1ae056784954b2edeb28b1906044,mrr,0,0,1749302296621
341d1ae056784954b2edeb28b1906044,ndcg_at_k,0,0,1749302296621
341d1ae056784954b2edeb28b1906044,personalization,0.9979904845167257,0,1749302296621
341d1ae056784954b2edeb28b1906044,precision,0,0,1749302296621
341d1ae056784954b2edeb28b1906044,precision_at_k,0.0035211267605633804,0,1749302296621
341d1ae056784954b2edeb28b1906044,recall,0,0,1749302296621
341d1ae056784954b2edeb28b1906044,recall_at_k,0.0035211267605633804,0,1749302296621
341d1ae056784954b2edeb28b1906044,rmse,3.362658872274685,0,1749302296621
341d1ae056784954b2edeb28b1906044,user_coverage,0,0,1749302296621
