run_id,key,value,step,timestamp
f238cbab0ad644868f786d8e6091dc93,mae,1.441309800345258,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,intra_list_dissimilarity,0.9809146748142329,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,intra_list_similarity,0.019085325185767076,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,item_coverage,0,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,mrr,0,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,ndcg_at_k,0,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,personalization,0.9990269874098068,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,precision,0,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,precision_at_k,0.025,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,recall,0,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,recall_at_k,0.025,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,rmse,1.441309800345258,0,1749302842475
f238cbab0ad644868f786d8e6091dc93,user_coverage,0,0,1749302842475
